date,close
2010-12-09,8.631336212158203
2010-12-10,8.76523494720459
2010-12-13,8.852782249450684
2010-12-14,8.81158447265625
2010-12-15,8.79613208770752
2010-12-16,8.868230819702148
2010-12-17,8.770384788513184
2010-12-20,8.842485427856445
2010-12-21,8.950631141662598
2010-12-22,9.043329238891602
2010-12-23,9.069085121154785
2010-12-27,9.007280349731445
2010-12-28,9.058780670166016
2010-12-29,9.063929557800293
2010-12-30,9.007280349731445
2010-12-31,9.01758098602295
2011-01-03,9.105134963989258
2011-01-04,9.26478099822998
2011-01-05,9.326579093933105
2011-01-06,9.362628936767578
2011-01-07,9.445027351379395
2011-01-10,9.403830528259277
2011-01-11,9.383230209350586
2011-01-12,9.460481643676758
2011-01-13,9.383230209350586
2011-01-14,9.445027351379395
2011-01-18,9.465629577636719
2011-01-19,9.434728622436523
2011-01-20,9.393531799316406
2011-01-21,9.455329895019531
2011-01-24,9.501677513122559
2011-01-25,9.511979103088379
2011-01-26,9.455329895019531
2011-01-27,9.517127990722656
2011-01-28,9.34718132019043
2011-01-31,9.383230209350586
2011-02-01,9.898225784301758
2011-02-02,9.8670015335083
2011-02-03,9.976287841796875
2011-02-04,10.043939590454102
2011-02-07,9.908636093139648
2011-02-08,9.971080780029297
2011-02-09,9.913835525512695
2011-02-10,9.90342903137207
2011-02-11,9.799345016479492
2011-02-14,9.913835525512695
2011-02-15,9.913835525512695
2011-02-16,10.033533096313477
2011-02-17,10.080368041992188
2011-02-18,9.986695289611816
2011-02-22,9.830570220947266
2011-02-23,9.762916564941406
2011-02-24,9.835772514343262
2011-02-25,9.814958572387695
2011-02-28,10.012716293334961
2011-03-01,9.960674285888672
2011-03-02,9.986695289611816
2011-03-03,10.288533210754395
2011-03-04,10.231287002563477
2011-03-07,10.205266952514648
2011-03-08,10.241695404052734
2011-03-09,10.231287002563477
2011-03-10,10.075161933898926
2011-03-11,10.13241195678711
2011-03-14,10.309349060058594
2011-03-15,10.28332805633545
2011-03-16,10.043939590454102
2011-03-17,10.345776557922363
2011-03-18,10.50190258026123
2011-03-21,10.397815704345703
2011-03-22,10.377002716064453
2011-03-23,10.366595268249512
2011-03-24,10.564350128173828
2011-03-25,10.590373992919922
2011-03-28,10.548736572265625
2011-03-29,10.605986595153809
2011-03-30,10.585171699523926
2011-03-31,10.569555282592773
2011-04-01,10.605986595153809
2011-04-04,10.689249038696289
2011-04-05,10.642414093017578
2011-04-06,10.559150695800781
