date,BTC,ETH,SOL,BNB,XRP,ADA,DOGE,SP500,NASDAQ,CSI300,HSI,NIKKEI,AAPL,MSFT,GOOGL,AMZN,META,NVDA,TSLA,NFLX,AMD,INTC,V,JNJ,PFE,PG,GOLD,SILVER,OIL
2024-10-29,72720.4921875,2637.95751953125,179.36074829101562,605.6682739257812,0.5279160141944885,0.35565099120140076,0.17583900690078735,5832.919921875,18712.75,3.9244704246520996,20701.140625,38903.6796875,232.36228942871094,427.9303894042969,168.9349822998047,190.8300018310547,591.42041015625,141.20164489746094,259.5199890136719,75.94400024414062,166.25,22.899999618530273,279.3609313964844,154.09860229492188,26.13377571105957,162.86703491210938,2768.39990234375,34.26900100708008,67.20999908447266
2024-10-30,72339.5390625,2657.37255859375,174.9249725341797,595.7278442382812,0.5229740142822266,0.35526400804519653,0.16814599931240082,5813.669921875,18607.9296875,3.883396863937378,20380.640625,39277.390625,228.81227111816406,428.50494384765625,173.69400024414062,192.72999572753906,589.9450073242188,139.29229736328125,257.54998779296875,75.3740005493164,148.60000610351562,22.299999237060547,287.56689453125,154.59915161132812,26.188873291015625,161.88304138183594,2788.5,33.91400146484375,68.61000061035156
2024-10-31,70215.1875,2515.79931640625,168.42999267578125,576.0344848632812,0.5092369914054871,0.34184500575065613,0.16137200593948364,5705.4501953125,18095.150390625,3.883396863937378,20317.330078125,39081.25,224.64572143554688,402.5686340332031,170.3587188720703,186.39999389648438,565.8009643554688,132.7145538330078,249.85000610351562,75.60299682617188,144.07000732421875,21.520000457763672,287.2596740722656,153.87722778320312,25.98685646057129,160.92825317382812,2738.300048828125,32.65299987792969,69.26000213623047
2024-11-01,69482.46875,2511.885498046875,166.2621307373047,572.7622680664062,0.5128679871559143,0.3570899963378906,0.1591850072145462,5728.7998046875,18239.919921875,3.8912205696105957,20506.4296875,38053.671875,221.66250610351562,406.5511474609375,170.5379180908203,197.92999267578125,565.3822021484375,135.35365295410156,248.97999572753906,75.61000061035156,141.86000061035156,23.200000762939453,288.1417236328125,154.13711547851562,25.794021606445312,160.85031127929688,2738.60009765625,32.54199981689453,69.48999786376953
2024-11-02,69289.2734375,2491.068603515625,166.01034545898438,568.0368041992188,0.509850025177002,0.3477709889411926,0.15931600332260132,5728.7998046875,18239.919921875,3.8912205696105957,20506.4296875,38053.671875,221.66250610351562,406.5511474609375,170.5379180908203,197.92999267578125,565.3822021484375,135.35365295410156,248.97999572753906,75.61000061035156,141.86000061035156,23.200000762939453,288.1417236328125,154.13711547851562,25.794021606445312,160.85031127929688,2738.60009765625,32.54199981689453,69.48999786376953
2024-11-03,68741.1171875,2456.42529296875,162.55130004882812,557.6416015625,0.5029309988021851,0.3342849910259247,0.15145400166511536,5728.7998046875,18239.919921875,3.8912205696105957,20506.4296875,38053.671875,221.66250610351562,406.5511474609375,170.5379180908203,197.92999267578125,565.3822021484375,135.35365295410156,248.97999572753906,75.61000061035156,141.86000061035156,23.200000762939453,288.1417236328125,154.13711547851562,25.794021606445312,160.85031127929688,2738.60009765625,32.54199981689453,69.48999786376953
2024-11-04,67811.5078125,2397.0263671875,157.74710083007812,552.0711059570312,0.5032259821891785,0.3260189890861511,0.1583459973335266,5712.68994140625,18179.98046875,3.943051338195801,20567.51953125,38053.671875,220.7675323486328,404.6589660644531,168.49693298339844,195.77999877929688,558.9225463867188,136.00343322753906,242.83999633789062,75.5510025024414,140.7100067138672,22.520000457763672,289.2418518066406,152.31785583496094,25.49099349975586,160.830810546875,2736.10009765625,32.47999954223633,71.47000122070312
2024-11-05,69359.5625,2422.650634765625,166.72239685058594,563.612060546875,0.5140290260314941,0.33392399549484253,0.17017999291419983,5782.759765625,18439.169921875,4.045734882354736,21006.970703125,38474.8984375,222.19944763183594,407.6310119628906,168.99473571777344,199.5,570.6356811523438,139.8621063232422,251.44000244140625,76.39099884033203,141.66000366210938,23.31999969482422,290.6689758300781,152.42373657226562,25.702194213867188,161.4933319091797,2740.300048828125,32.654998779296875,71.98999786376953
2024-11-06,75639.078125,2724.169189453125,186.9547882080078,591.9952392578125,0.5424270033836365,0.36332300305366516,0.19665800034999847,5929.0400390625,18983.470703125,4.020308494567871,20538.380859375,39480.671875,221.47357177734375,416.2698669433594,175.73501586914062,207.08999633789062,570.2568969726562,145.5601806640625,288.5299987792969,78.02100372314453,145.10000610351562,25.049999237060547,304.6528625488281,151.97132873535156,25.123689651489258,156.90455627441406,2667.60009765625,31.22100067138672,71.69000244140625
2024-11-07,75904.859375,2895.58544921875,196.3345947265625,598.4359130859375,0.5547320246696472,0.40501299500465393,0.19315899908542633,5973.10009765625,19269.4609375,4.1542863845825195,20953.33984375,39381.41015625,226.20692443847656,421.47100830078125,179.95640563964844,210.0500030517578,589.8453369140625,148.8290557861328,296.9100036621094,79.65399932861328,149.82000732421875,26.229999542236328,303.067138671875,150.86436462402344,25.215513229370117,159.2038116455078,2698.39990234375,31.764999389648438,72.36000061035156
2024-11-08,76545.4765625,2962.296630859375,199.9390106201172,597.9484252929688,0.554078996181488,0.4438149929046631,0.20213200151920319,5995.5400390625,19286.779296875,4.101477146148682,20728.189453125,39500.37109375,225.93814086914062,418.6079406738281,177.56692504882812,208.17999267578125,587.49267578125,147.57945251464844,321.2200012207031,79.50399780273438,147.9499969482422,26.200000762939453,305.11865234375,149.6515350341797,24.91710662841797,163.39315795898438,2687.5,31.358999252319336,70.37999725341797
2024-11-09,76778.8671875,3131.14453125,200.19491577148438,624.3746948242188,0.559486985206604,0.4936800003051758,0.21876099705696106,5995.5400390625,19286.779296875,4.101477146148682,20728.189453125,39500.37109375,225.93814086914062,418.6079406738281,177.56692504882812,208.17999267578125,587.49267578125,147.57945251464844,321.2200012207031,79.50399780273438,147.9499969482422,26.200000762939453,305.11865234375,149.6515350341797,24.91710662841797,163.39315795898438,2687.5,31.358999252319336,70.37999725341797
2024-11-10,80474.1875,3191.331298828125,210.6137237548828,628.302490234375,0.589381992816925,0.5903090238571167,0.27909499406814575,5995.5400390625,19286.779296875,4.101477146148682,20728.189453125,39500.37109375,225.93814086914062,418.6079406738281,177.56692504882812,208.17999267578125,587.49267578125,147.57945251464844,321.2200012207031,79.50399780273438,147.9499969482422,26.200000762939453,305.11865234375,149.6515350341797,24.91710662841797,163.39315795898438,2687.5,31.358999252319336,70.37999725341797
2024-11-11,88701.484375,3374.81298828125,222.6416778564453,661.88720703125,0.6204670071601868,0.6138079762458801,0.3495210111141205,6001.35009765625,19298.759765625,4.12201452255249,20426.9296875,39533.3203125,223.2204132080078,414.1200866699219,179.5581512451172,206.83999633789062,581.342041015625,145.21026611328125,350.0,80.54399871826172,147.35000610351562,25.049999237060547,308.14141845703125,149.23760986328125,24.469491958618164,161.75637817382812,2611.199951171875,30.540000915527344,68.04000091552734
2024-11-12,87955.8125,3246.25732421875,212.2318115234375,627.0038452148438,0.7076990008354187,0.5739179849624634,0.3822210133075714,5983.990234375,19281.400390625,4.077029228210449,19846.880859375,39376.08984375,223.2204132080078,419.0933532714844,180.8225555419922,208.91000366210938,582.9868774414062,148.2392120361328,328.489990234375,81.94999694824219,143.6300048828125,24.15999984741211,307.6648254394531,146.92742919921875,24.422868728637695,161.57125854492188,2600.0,30.68600082397461,68.12000274658203
2024-11-13,90584.1640625,3192.595947265625,215.18455505371094,621.0003051757812,0.6902880072593689,0.5787749886512756,0.399522989988327,5985.3798828125,19230.720703125,4.1024556159973145,19823.44921875,38721.66015625,224.10641479492188,421.2431945800781,178.0946044921875,214.10000610351562,578.1820068359375,146.21995544433594,330.239990234375,83.0469970703125,139.3000030517578,24.920000076293945,307.29742431640625,147.50498962402344,24.91710662841797,162.29220581054688,2580.800048828125,30.59000015258789,68.43000030517578
2024-11-14,87250.4296875,3058.94873046875,209.2190704345703,621.6801147460938,0.7730069756507874,0.5801159739494324,0.36164599657058716,5949.169921875,19107.650390625,4.033021926879883,19435.810546875,38535.69921875,227.19244384765625,422.91748046875,174.80908203125,211.47999572753906,575.350830078125,146.7097625732422,311.17999267578125,83.72599792480469,138.83999633789062,25.030000686645508,306.0760803222656,146.18626403808594,24.26433753967285,162.77932739257812,2568.199951171875,30.507999420166016,68.69999694824219
2024-11-15,91066.0078125,3103.04052734375,218.09490966796875,618.866455078125,0.8920909762382507,0.6740599870681763,0.37918901443481445,5870.6201171875,18680.119140625,3.965543746948242,19426.33984375,38642.91015625,223.98695373535156,411.1380920410156,171.73265075683594,202.61000061035156,552.34326171875,141.93138122558594,320.7200012207031,82.39600372314453,134.89999389648438,24.350000381469727,307.4562683105469,148.23654174804688,23.12665367126465,165.17601013183594,2565.699951171875,30.371000289916992,67.0199966430664
2024-11-16,90558.4765625,3133.27392578125,215.8488311767578,622.3731689453125,1.119089961051941,0.7387340068817139,0.3637480139732361,5870.6201171875,18680.119140625,3.965543746948242,19426.33984375,38642.91015625,223.98695373535156,411.1380920410156,171.73265075683594,202.61000061035156,552.34326171875,141.93138122558594,320.7200012207031,82.39600372314453,134.89999389648438,24.350000381469727,307.4562683105469,148.23654174804688,23.12665367126465,165.17601013183594,2565.699951171875,30.371000289916992,67.0199966430664
2024-11-17,89845.8515625,3075.66162109375,237.57553100585938,618.4000854492188,1.0543349981307983,0.7023249864578247,0.3665600121021271,5870.6201171875,18680.119140625,3.965543746948242,19426.33984375,38642.91015625,223.98695373535156,411.1380920410156,171.73265075683594,202.61000061035156,552.34326171875,141.93138122558594,320.7200012207031,82.39600372314453,134.89999389648438,24.350000381469727,307.4562683105469,148.23654174804688,23.12665367126465,165.17601013183594,2565.699951171875,30.371000289916992,67.0199966430664
2024-11-18,90542.640625,3207.8564453125,239.79425048828125,619.4354858398438,1.1179360151290894,0.7345799803733826,0.37174099683761597,5893.6201171875,18791.810546875,3.9489190578460693,19576.609375,38220.8515625,226.9933624267578,411.8910217285156,174.5303192138672,201.6999969482422,552.6622314453125,140.1020050048828,338.739990234375,84.70500183105469,138.92999267578125,24.84000015258789,309.95849609375,148.9777374267578,23.182607650756836,166.3549041748047,2610.60009765625,31.163000106811523,69.16000366210938
2024-11-19,92343.7890625,3111.384033203125,238.09754943847656,615.9874267578125,1.1019469499588013,0.7396420240402222,0.3913559913635254,5916.97998046875,18987.470703125,3.968477725982666,19663.669921875,38414.4296875,227.25218200683594,413.90216064453125,177.3379364013672,204.61000061035156,559.3313598632812,146.9596710205078,346.0,87.13200378417969,139.38999938964844,24.200000762939453,309.65069580078125,147.27395629882812,23.406414031982422,166.3646240234375,2627.10009765625,31.20800018310547,69.38999938964844
2024-11-20,94339.4921875,3072.18798828125,235.4236602783203,606.1174926757812,1.102301001548767,0.8003450036048889,0.37749698758125305,5917.10986328125,18966.140625,3.978256940841675,19705.009765625,38352.33984375,227.96896362304688,411.6235046386719,175.2073211669922,202.8800048828125,563.7474365234375,145.84005737304688,342.0299987792969,88.38500213623047,137.60000610351562,24.010000228881836,305.2221374511719,147.37985229492188,23.2572078704834,166.49127197265625,2648.199951171875,30.95599937438965,68.87000274658203
2024-11-21,98504.7265625,3361.053955078125,257.0658874511719,622.8263549804688,1.2503520250320435,0.8204740285873413,0.38761699199676514,5948.7099609375,18972.419921875,3.9831466674804688,19601.109375,38026.171875,227.49111938476562,409.8466491699219,166.8939971923828,198.3800048828125,561.324951171875,146.6197967529297,339.6400146484375,89.74800109863281,137.49000549316406,24.440000534057617,307.71441650390625,149.68038940429688,23.43438720703125,168.30340576171875,2672.10009765625,30.91200065612793,70.0999984741211
2024-11-22,98997.6640625,3331.600830078125,256.5186767578125,633.513427734375,1.4690190553665161,1.010422945022583,0.41292399168014526,5969.33984375,19003.650390625,3.8657941818237305,19229.970703125,38283.8515625,228.83502197265625,413.9464111328125,164.03659057617188,197.1199951171875,557.3873291015625,141.9014129638672,352.55999755859375,89.77899932861328,138.35000610351562,24.5,307.73431396484375,149.3627471923828,23.91930389404297,171.74253845214844,2709.89990234375,31.30900001525879,71.23999786376953
2024-11-23,97777.28125,3396.223388671875,255.1785125732422,651.197265625,1.469007968902588,1.066236972808838,0.4300119876861572,5969.33984375,19003.650390625,3.8657941818237305,19229.970703125,38283.8515625,228.83502197265625,413.9464111328125,164.03659057617188,197.1199951171875,557.3873291015625,141.9014129638672,352.55999755859375,89.77899932861328,138.35000610351562,24.5,307.73431396484375,149.3627471923828,23.91930389404297,171.74253845214844,2709.89990234375,31.30900001525879,71.23999786376953
2024-11-24,98013.8203125,3363.659912109375,252.91952514648438,660.3175659179688,1.4324109554290771,1.0231059789657593,0.4298819899559021,5969.33984375,19003.650390625,3.8657941818237305,19229.970703125,38283.8515625,228.83502197265625,413.9464111328125,164.03659057617188,197.1199951171875,557.3873291015625,141.9014129638672,352.55999755859375,89.77899932861328,138.35000610351562,24.5,307.73431396484375,149.3627471923828,23.91930389404297,171.74253845214844,2709.89990234375,31.30900001525879,71.23999786376953
2024-11-25,93102.296875,3413.5439453125,234.4466094970703,636.6397094726562,1.415423035621643,0.9456890225410461,0.39333999156951904,5987.3701171875,19054.83984375,3.8442795276641846,19150.990234375,38780.140625,231.821533203125,415.7232971191406,166.9138946533203,201.4499969482422,563.3386840820312,135.9734344482422,338.5899963378906,86.55899810791016,141.1300048828125,24.8700008392334,310.981201171875,149.94993591308594,24.404216766357422,172.82395935058594,2616.800048828125,30.209999084472656,68.94000244140625
2024-11-26,91985.3203125,3326.517333984375,230.9781951904297,613.5872802734375,1.4013229608535767,0.9612320065498352,0.3876180052757263,6021.6298828125,19174.30078125,3.836456060409546,19159.19921875,38442.0,234.0016632080078,424.8559265136719,168.37744140625,207.86000061035156,571.7421875,136.8731231689453,338.2300109863281,87.26000213623047,137.72000122070312,24.049999237060547,309.6208801269531,149.93052673339844,24.031206130981445,174.6945343017578,2620.300048828125,30.38800048828125,68.7699966430664
2024-11-27,95962.53125,3657.249267578125,242.30221557617188,644.948486328125,1.4728120565414429,1.0133459568023682,0.40152499079704285,5998.740234375,19060.48046875,3.8990440368652344,19603.130859375,38134.96875,233.8722381591797,419.89251708984375,168.4869842529297,205.74000549316406,567.4158935546875,135.2936553955078,332.8900146484375,87.73400115966797,136.24000549316406,23.649999618530273,312.4805908203125,150.78436279296875,24.087156295776367,174.74327087402344,2639.89990234375,30.111000061035156,68.72000122070312
